id,quantity,isbn,price,amazon price
Chegg,3,9780030968358,38.96,0.0
Chegg,6,9780060000387,40.69,0.0
Chegg,5,9780060000448,21.58,0.0
Chegg,9,9780061997228,6.33,0.0
Chegg,5,9780062270467,4.15,0.0
Chegg,106,9780062397348,7.9,0.0
Chegg,6,9780070109100,65.65,0.0
Chegg,34,9780071390118,34.1,0.0
Chegg,4,9780071624947,14.62,0.0
Cash4Books,0,9780735594777,21.64,0.0
Cash4Books,0,9781259870477,72.54,0.0
Cash4Books,0,9780135175002,23.66,0.0
Cash4Books,0,9781259232541,46.6,0.0
Cash4Books,0,9780534637149,15.66,0.0
Cash4Books,0,9781285419701,2.41,0.0
Cash4Books,0,9781337102278,75.07,0.0
Cash4Books,0,9780134641393,31.68,0.0
Cash4Books,0,9780321934185,45.78,0.0
Cash4Books,0,9781628251845,17.28,0.0
Cash4Books,0,9780393264319,15.79,0.0
Cash4Books,0,9780495562023,2.78,0.0
Cash4Books,0,9780321543080,46.9,0.0
Cash4Books,0,9780470882542,14.47,0.0
Cash4Books,0,9781305580343,87.7,0.0
Cash4Books,0,9781455728107,13.09,0.0
Cash4Books,0,9780323328524,29.13,0.0
Cash4Books,0,9780323400695,22.07,0.0
Cash4Books,0,9780323265416,3.75,0.0
Cash4Books,0,9780323402316,9.42,0.0
Cash4Books,0,9780323377317,15.05,0.0
Cash4Books,0,9780323371346,4.57,0.0
Cash4Books,0,9780323358286,11.27,0.0
Cash4Books,0,9780323371483,3.27,0.0
Cash4Books,0,9780323356183,111.65,0.0
Cash4Books,0,9780323396639,3.97,0.0
Cash4Books,0,9780323322249,3.72,0.0
Cash4Books,0,9780323389679,21.9,0.0
Cash4Books,0,9780323358514,1.81,0.0
Cash4Books,0,9780323327404,24.02,0.0
Cash4Books,0,9780321952943,9.62,0.0
Cash4Books,0,9780323430814,20.77,0.0
Cash4Books,0,9780321925534,28.87,0.0
Cash4Books,0,9780323328920,9.83,0.0
Cash4Books,0,9780134662152,11.17,0.0
Cash4Books,0,9780134705095,38.0,0.0
Cash4Books,0,9780393283068,4.18,0.0
Cash4Books,0,9780393283051,11.98,0.0
Cash4Books,0,9780205982431,10.41,0.0
Cash4Books,0,9780674005112,0.63,0.0
Cash4Books,0,9780077836368,69.85,0.0
Cash4Books,0,9781285432373,52.79,0.0
Cash4Books,0,9781584266242,6.4,0.0
Cash4Books,0,9781584266006,23.22,0.0
Cash4Books,0,9781284102635,16.6,0.0
Cash4Books,0,9781337406642,75.41,0.0
Cash4Books,0,9780134859118,31.11,0.0
Cash4Books,0,9781259722332,58.3,0.0
Cash4Books,0,9780073523910,19.74,0.0
Cash4Books,0,9781305660625,4.37,0.0
Cash4Books,0,9781337096881,20.48,0.0
Cash4Books,0,9780830851232,1.28,0.0
Cash4Books,0,9781587433801,1.12,0.0
Cash4Books,0,9780133852059,38.43,0.0
Cash4Books,0,9780073529738,27.35,0.0
Cash4Books,0,9780137033782,47.33,0.0
Cash4Books,0,9780393639858,33.96,0.0
Cash4Books,0,9780205006106,31.88,0.0
Cash4Books,0,9781555819798,36.86,0.0
Cash4Books,0,9781555819798,36.86,0.0
Cash4Books,0,9780840064240,26.15,0.0
Cash4Books,0,9781305263727,53.57,0.0
Cash4Books,0,9781433828362,140.0,0.0
Cash4Books,0,9781319195755,34.73,0.0
Cash4Books,0,9780195381993,36.33,0.0
Cash4Books,0,9781319066987,3.7,0.0
Cash4Books,0,9781118978252,49.06,0.0
Cash4Books,0,9781118522769,29.74,0.0
Cash4Books,0,9781555819798,36.86,0.0
Cash4Books,0,9781305574779,30.87,0.0
Cash4Books,0,9781626806382,49.95,0.0
Cash4Books,0,9781319010164,65.11,0.0
Cash4Books,0,9780134472089,99.09,0.0
Cash4Books,0,9781893858831,30.31,0.0
Cash4Books,0,9780134546438,29.27,0.0
Cash4Books,0,9781946872548,47.96,0.0
Cash4Books,0,9781946872593,52.27,0.0
Cash4Books,0,9780077504915,31.5,0.0
Cash4Books,0,9780077776749,30.55,0.0
Cash4Books,0,9781138213456,30.26,0.0
Cash4Books,0,9781786272614,17.63,0.0
Cash4Books,0,9781337127806,45.76,0.0
Cash4Books,0,9780314846181,63.1,0.0
Cash4Books,0,9780205752812,11.06,0.0
Cash4Books,0,9780321934529,30.66,0.0
Cash4Books,0,9781943215096,48.11,0.0
Cash4Books,0,9781305087330,24.47,0.0
Cash4Books,0,9781337096881,20.48,0.0
Cash4Books,0,9780133056259,32.23,0.0
Cash4Books,0,9781305871809,44.3,0.0
Cash4Books,0,9780982760895,2.2,0.0
Cash4Books,0,9780534623432,56.63,0.0
Cash4Books,0,9780534623432,56.63,0.0
Cash4Books,0,9781133957973,47.58,0.0
Cash4Books,0,9781108403283,6.33,0.0
Cash4Books,0,9781462538034,6.32,0.0
Cash4Books,0,9780190246402,6.06,0.0
Cash4Books,0,9781107137868,59.88,0.0
Cash4Books,0,9781462538638,6.85,0.0
Cash4Books,0,9780495807971,29.18,0.0
Cash4Books,0,9781522556701,36.13,0.0
Cash4Books,0,9780134519258,85.53,0.0
Cash4Books,0,9780321979414,56.45,0.0
Cash4Books,0,9780134519258,85.53,0.0
Cash4Books,0,9781626806382,49.95,0.0
Cash4Books,0,9781319066987,3.7,0.0
Cash4Books,0,9781305574779,30.87,0.0
Cash4Books,0,9781337619769,87.22,0.0
Cash4Books,0,9780134474021,103.77,0.0
Cash4Books,0,9781599090306,26.01,0.0
Cash4Books,0,9781259420474,58.76,0.0
Cash4Books,0,9780321946768,64.33,0.0
Cash4Books,0,9781259420474,58.76,0.0
Cash4Books,0,9781319035334,17.7,0.0
Cash4Books,0,9780323374798,14.51,0.0
Cash4Books,0,9781305574793,95.05,0.0
Cash4Books,0,9781337619769,87.22,0.0
Cash4Books,0,9780077836368,69.85,0.0
Cash4Books,0,9781119042310,61.5,0.0
Cash4Books,0,9781119221647,81.29,0.0
Cash4Books,0,9781337495042,28.88,0.0
Cash4Books,0,9780134237473,45.15,0.0
Cash4Books,0,9780133056259,32.23,0.0
Cash4Books,0,9780134319056,31.78,0.0
Cash4Books,0,9780134536262,8.17,0.0
Cash4Books,0,9781259310034,22.33,0.0
Cash4Books,0,9781259665325,10.32,0.0
Cash4Books,0,9781285432373,52.79,0.0
Cash4Books,0,9780134632339,33.24,0.0
Cash4Books,0,9780190615246,8.74,0.0
Cash4Books,0,9781560116820,14.58,0.0
Cash4Books,0,9780312616991,26.42,0.0
Cash4Books,0,9781597260930,1.24,0.0
Cash4Books,0,9781483368856,31.02,0.0
Cash4Books,0,9781285193298,37.93,0.0
Cash4Books,0,9780134474021,103.77,0.0
Cash4Books,0,9780134472089,99.09,0.0
Cash4Books,0,9780321969330,26.94,0.0
Cash4Books,0,9780205740451,1.13,0.0
Cash4Books,0,9780739002551,1.45,0.0
Cash4Books,0,9780073405964,14.91,0.0
Cash4Books,0,9781305645059,40.43,0.0
Cash4Books,0,9781133310341,4.83,0.0
Cash4Books,0,9780321926524,24.96,0.0
Cash4Books,0,9780205633098,10.06,0.0
Cash4Books,0,9781457699214,11.86,0.0
Cash4Books,0,9780205063451,17.75,0.0
Cash4Books,0,9780205788453,5.51,0.0
Cash4Books,0,9781457683770,4.05,0.0
Cash4Books,0,9780393978162,5.63,0.0
Cash4Books,0,9780312440824,4.04,0.0
Cash4Books,0,9781319058548,11.54,0.0
Cash4Books,0,9781319028565,17.73,0.0
Cash4Books,0,9780321925534,28.87,0.0
Cash4Books,0,9780134128528,101.45,0.0
Cash4Books,0,9781259722332,58.3,0.0
Cash4Books,0,9781133693598,38.5,0.0
Cash4Books,0,9781133307334,48.35,0.0
Cash4Books,0,9780134093413,65.09,0.0
Cash4Books,0,9781628251845,17.28,0.0
Cash4Books,0,9780323280525,15.55,0.0
Cash4Books,0,9781464171055,42.53,0.0
Cash4Books,0,9781305959828,73.09,0.0
Cash4Books,0,9781442265240,1.27,0.0
Cash4Books,0,9780134853239,4.65,0.0
Cash4Books,0,9781259277726,98.85,0.0
Cash4Books,0,9780231138413,2.0,0.0
Cash4Books,0,9780134754239,28.13,0.0
Cash4Books,0,9780190615512,9.0,0.0
Cash4Books,0,9781478635024,13.07,0.0
Cash4Books,0,9781259298516,22.21,0.0
Cash4Books,0,9781506363950,4.7,0.0
Cash4Books,0,9781729194140,1.5,0.0
Cash4Books,0,9780808041016,39.09,0.0
Cash4Books,0,9780134105109,2.47,0.0
Cash4Books,0,9780134895086,25.37,0.0
Cash4Books,0,9781118918210,7.33,0.0
Cash4Books,0,9780133918922,40.48,0.0
Cash4Books,0,9780190651121,1.56,0.0
Cash4Books,0,9780984115747,0.81,0.0
Cash4Books,0,9780123725448,0.87,0.0
Cash4Books,0,9781609019440,15.79,0.0
Cash4Books,0,9780199328437,7.26,0.0
Cash4Books,0,9780323390224,10.9,0.0
Cash4Books,0,9781285869681,103.26,0.0
Cash4Books,0,9781259277726,98.85,0.0
Cash4Books,0,9781285869681,103.26,0.0
Cash4Books,0,9780890425558,38.08,0.0
Cash4Books,0,9781433805615,1.59,0.0
Cash4Books,0,9780471010906,7.3,0.0
Cash4Books,0,9780323371018,81.26,0.0
Cash4Books,0,9780393621402,21.36,0.0
Cash4Books,0,9781259290619,91.27,0.0
Cash4Books,0,9781285869681,103.26,0.0
Cash4Books,0,9780534536169,20.93,0.0
Cash4Books,0,9781305071742,89.24,0.0
Cash4Books,0,9781305506435,53.83,0.0
Cash4Books,0,9781305652972,68.92,0.0
Cash4Books,0,9780077426446,20.83,0.0
Cash4Books,0,9781111298135,40.33,0.0
Cash4Books,0,9781305501034,48.26,0.0
Cash4Books,0,9781259277726,98.85,0.0
Cash4Books,0,9781572306721,4.49,0.0
Cash4Books,0,9780471316343,1.15,0.0
Cash4Books,0,9780262680028,1.84,0.0
Cash4Books,0,9780807854266,7.65,0.0
Cash4Books,0,9781422186435,2.75,0.0
Cash4Books,0,9781465290939,5.41,0.0
Cash4Books,0,9780134552514,75.69,0.0
Cash4Books,0,9780134552514,75.69,0.0
Cash4Books,0,9781892132949,15.85,0.0
Cash4Books,0,9781571677518,5.31,0.0
Cash4Books,0,9780321541888,46.28,0.0
Cash4Books,0,9781599090306,26.01,0.0
Cash4Books,0,9780803951044,23.76,0.0
Cash4Books,0,9781433805615,1.59,0.0
Cash4Books,0,9780205820160,4.18,0.0
Cash4Books,0,9781305699748,6.01,0.0
Cash4Books,0,9780133935608,34.7,0.0
Cash4Books,0,9781285735283,5.48,0.0
Cash4Books,0,9781452226316,3.37,0.0
Cash4Books,0,9780470873946,11.81,0.0
Cash4Books,0,9781305502819,54.55,0.0
Cash4Books,0,9781569003442,8.39,0.0
Cash4Books,0,9781556429330,1.07,0.0
Cash4Books,0,9781259277726,98.85,0.0
Cash4Books,0,9781259675263,6.3,0.0
Cash4Books,0,9781285734552,36.72,0.0
Cash4Books,0,9780977323210,30.12,0.0
Cash4Books,0,9781464107771,34.63,0.0
